date,cape,market
1963-01-31,19.259231693254055,US
1963-02-28,19.469191309671416,US
1963-03-31,19.288064606604838,US
1963-04-30,20.15007723822699,US
1963-05-31,20.50758586495262,US
1963-06-30,20.384149993841003,US
1963-07-31,19.969231885949643,US
1963-08-31,20.472637900527687,US
1963-09-30,20.960360090705116,US
1963-10-31,20.891344595411496,US
1963-11-30,20.720399335339714,US
1963-12-31,21.038599376737054,US
1964-01-31,21.627216196980946,US
1964-02-29,21.832670826710334,US
1964-03-31,22.167245585982645,US
1964-04-30,22.422192169737183,US
1964-05-31,22.574330769563844,US
1964-06-30,22.300288036082797,US
1964-07-31,22.984351845738402,US
1964-08-31,22.650407292938795,US
1964-09-30,22.892221984231686,US
1964-10-31,23.21215468067534,US
1964-11-30,23.22501979309582,US
1964-12-31,22.75298477278727,US
1965-01-31,23.269335081922474,US
1965-02-28,23.372068272751342,US
1965-03-31,23.253528200034843,US
1965-04-30,23.4205519547713,US
1965-05-31,23.708808308861954,US
1965-06-30,22.385342986457793,US
1965-07-31,22.300781712174434,US
1965-08-31,22.665971845964386,US
1965-09-30,23.374146831648623,US
1965-10-31,23.775745523312686,US
1965-11-30,23.925461156673713,US
1965-12-31,23.69411154910632,US
1966-01-31,24.058483388421738,US
1966-02-28,23.700027145579394,US
1966-03-31,22.611112582289987,US
1966-04-30,23.113696462615827,US
1966-05-31,21.8521779767631,US
1966-06-30,21.555253383226255,US
1966-07-31,21.381702007433415,US
1966-08-31,19.913903864009807,US
1966-09-30,19.161676250615006,US
1966-10-31,18.825409371315676,US
1966-11-30,19.711251211928968,US
1966-12-31,19.736473752791966,US
1967-01-31,20.432242125384278,US
1967-02-28,21.074443163678435,US
1967-03-31,21.44389860201909,US
1967-04-30,21.68602556674624,US
1967-05-31,21.948477389658397,US
1967-06-30,21.552097609793478,US
1967-07-31,21.804196245666358,US
1967-08-31,22.03062704912601,US
1967-09-30,22.219145488664783,US
1967-10-31,22.068199194183883,US
1967-11-30,21.263102968336277,US
1967-12-31,21.751597808723627,US
1968-01-31,21.511535896332177,US
